table_name,field_name,language,field_value,translation
stops,stop_name,ar,Fatma Al Sharbatly Mosque,مسجد فاطمة الشربتلي
stops,stop_name,ar,Air Force Hospital,مستشفى القوات الجوية
stops,stop_name,ar,Mazar Mall,مزار مول
stops,stop_name,ar,The Outlet Mall (6th of October),أوتليت مول (6 أكتوبر)
stops,stop_name,ar,Sheikh Zayed General Hospital Northside,مستشفى الشيخ زايد الجهة الشمالية
stops,stop_name,ar,Al Tabba (6th of October),التبة  (6 أكتوبر)
stops,stop_name,ar,Juhayna Square,ميدان جهينة
stops,stop_name,ar,Al Gehaz Entrance (6th of October),مدخل الجهاز (6 أكتوبر)
stops,stop_name,ar,Al Motamayez Wahat Entrance 2,واحات المتميز مدخل 2
stops,stop_name,ar,Al Motamayez Wahat Entrance 1,واحات المتميز مدخل 1
stops,stop_name,ar,Mall of Egypt,مول مصر
stops,stop_name,ar,Al Shorouq City Authority Steps,سلم جهاز مدينة الشروق
stops,stop_name,ar,Al Hossary Azhari Language School,مدرسة الحصري الازهرية للغات
stops,stop_name,ar,Telecom Egypt Central (6th Of October),المصرية للاتصالات (السادس من اكتوبر)
stops,stop_name,ar,Dolphin Mall,دولفين مول
stops,stop_name,ar,Misr University for Sciences and Technology (MUST),جامعة مصر
stops,stop_name,ar,Dar Al Foad Hospital (6th of October),مستشفى دار الفؤاد (6 أكتوبر)
stops,stop_name,ar,Zayed 2000,زايد 2000
stops,stop_name,ar,Dandy Mall,داندي مول
stops,stop_name,ar,Smart Village,القرية الذكية
stops,stop_name,ar,Mazda Plaza (Alexandria Desert Rd.),مازدا بلازا (طريق الاسكندرية الصحراوي)
stops,stop_name,ar,Porto Cairo Mall,بورتو كايرو مول
stops,stop_name,ar,Ramses,رمسيس
stops,stop_name,ar,Sheikh Zayed Entrance,مدخل الشيخ زايد
stops,stop_name,ar,SODIC (Sheikh Zayed),سوديك (الشيخ زايد)
stops,stop_name,ar,Al Remaya Square,ميدان الرماية
stops,stop_name,ar,QNB Bank (Haram St),بنك قطر الوطني الأهلي (شارع الهرم)
stops,stop_name,ar,Naguib Mahfouz Square (1st Settlement),ميدان نجيب محفوظ (التجمع الأول)
stops,stop_name,ar,Rehab Gate 13,بوابة الرحاب 13
stops,stop_name,ar,West Golf (Kattameya),غرب الجولف (القطامية)
stops,stop_name,ar,5th Settlement Authority,جهاز التجمع الخامس
stops,stop_name,ar,Al Takwa Mosque (5th Settlement),مسجد التقوى (التجمع الخامس)
stops,stop_name,ar,5th Settlement Police Station,قسم شرطة التجمع الخامس
stops,stop_name,ar,Al Mahkama (New Cairo),المحكمة (القاهرة الجديدة)
stops,stop_name,ar,Al Moshir Tantawi Corridor Entrance,مدخل محور المشير طنطاوي
stops,stop_name,ar,Civil Registry (Haram),السجل المدنى (الهرم)
stops,stop_name,ar,Al Salam Mosque (Haram St.),مسجد السلام (شارع الهرم)
stops,stop_name,ar,Marioteya Rd. & Faisal St.,شارع فيصل مع محور المريوطية
stops,stop_name,ar,Water Station (Alexandria Desert Road),محطة المياه (طريق الإسكندرية الصحراوي)
stops,stop_name,ar,New Giza Gate 1,بوابة الجيزة الجديدة 1
stops,stop_name,ar,Nour City steps (Ring Rd.),سلم الدائري إلى مدينة النور
stops,stop_name,ar,Bus Terminal to 6th of October,موقف مواصلات إلى 6 أكتوبر
stops,stop_name,ar,Ring Road Steps to 26th of July Mehwar,سلم الدائري إلى محور 26 يوليو
stops,stop_name,ar,Al Mansoreya & 26th of July Corridor,المنصورية مع محور 26 يوليو
stops,stop_name,ar,Ring Road Exit to Qalyub,مخرج قليوب من الدائري
stops,stop_name,ar,Korba District,حي الكوربة
stops,stop_name,ar,CTA Garage (Heliopolis),جراج سى تى ايه (مصر الجديدة)
stops,stop_name,ar,Gamal Abd Al Nasser Metro,مترو جمال عبد الناصر
stops,stop_name,ar,Al Narges 8 (5th Settlement),النرجس 8 (التجمع الخامس)
stops,stop_name,ar,Al Narges 7 (5th Settlement),النرجس 7 (التجمع الخامس)
stops,stop_name,ar,Al Narges 4 (5th Settlement),النرجس 4 (التجمع الخامس)
stops,stop_name,ar,Ring Rd. Steps to Qalyub,سلم قليوب من الطريق الدائري
stops,stop_name,ar,Ministry Of Youth And Sports,وزارة الشباب والرياضة
stops,stop_name,ar,Wadi Al Nile St. & 26th of July Corridor (Mit Okba),شارع وادي النيل مع محور 26 يوليو (ميت عقبة)
stops,stop_name,ar,Agouza Corniche,كورنيش العجوزة
stops,stop_name,ar,Cairo University Main Gate,البوابة الرئيسية جامعة القاهرة
stops,stop_name,ar,Cairo University Bridge,كوبري الجامعة
stops,stop_name,ar,Faculty of Commerce (Cairo University),كلية التجارة - جامعة القاهرة (الجيزة)
stops,stop_name,ar,Cairo University Metro,مترو جامعة القاهرة
stops,stop_name,ar,KFC (Al Lebeny St.),دجاج كنتاكي ( اللبيني)
stops,stop_name,ar,Al Talbeya Steps (Ring Rd.),سلم الدائري إلى الطالبية
stops,stop_name,ar,Ring Rd. Exit to Moneeb,مخرج الدائري إلى المنيب
stops,stop_name,ar,Mountain View Square,ميدان ماونتن فيو
stops,stop_name,ar,CIB (South Teseen St.),سى اى بى (شارع التسعين الجنوبي)
stops,stop_name,ar,Bank Al Etihad (South Teseen St.),بنك الاتحاد (شارع التسعين الجنوبي)
stops,stop_name,ar,Downtown Mall,داون تاون مول
stops,stop_name,ar,Emad Market (6th of October),عماد ماركت (6 أكتوبر)
stops,stop_name,ar,South Teseen St. Entrance,مدخل شارع التسعين الجنوبي
stops,stop_name,ar,Windrose Academy,أكاديمية ويندروز
stops,stop_name,ar,Masaken Al Kendy,مساكن الكندي
stops,stop_name,ar,Al Kahraba St. (Nasr City),شارع الكهرباء (مدينة نصر)
stops,stop_name,ar,Mazallat,مظلات
stops,stop_name,ar,Badrashen,البدرشين
stops,stop_name,ar,Shubra Al Kheima City Council,مجلس مدينة شبرا الخيمة
stops,stop_name,ar,Al Itihadeya,الاتحادية
stops,stop_name,ar,Plaza Club (Obour),بلازا كلوب (العبور)
stops,stop_name,ar,Al Taawon Gas Station (Al Shabab St. Obour),محطة التعاون للمحروقات (شارع الشباب العبور)
stops,stop_name,ar,Banha University (Obour),جامعة بنها (العبور)
stops,stop_name,ar,Faculty of Applied Arts (Helwan University),كلية الفنون التطبيقية جامعة حلوان (الجيزة)
stops,stop_name,ar,Carrefour Maadi (Ring Rd.),كارفور المعادي (الطريق الدائري)
stops,stop_name,ar,Autostrad & Al Moneeb Axis,اوتوستراد مع محور المنيب
stops,stop_name,ar,Tolip (Zahraa Nasr City),توليب (زهراء مدينة نصر)
stops,stop_name,ar,Al Tawheed Wal Nour (Al Hossary),التوحيد والنور (الحصري)
stops,stop_name,ar,Al Yasmine Compound (6th of October),مجمع الياسمين (6 أكتوبر)
stops,stop_name,ar,Mahmoudeya Station,موقف المحمودية
stops,stop_name,ar,Ring Rd. Entrance from Moneeb,طلعة الدائري من المنيب
stops,stop_name,ar,Gamal Abd Al Nasser Steps (Ring Rd.),سلم جمال عبد الناصر (الطريق الدائري)
stops,stop_name,ar,Helwan University,جامعة حلوان
stops,stop_name,ar,Misr 2000,مصر ٢٠٠٠
stops,stop_name,ar,Ring Rd. Exit to Zahraa Misr Al Qadima,مخرج زهراء مصر القديمة من الدائري
stops,stop_name,ar,Silver Nile Social Club (Nile Corniche),نادي سيلفر نايل (كورنيش المعادي)
stops,stop_name,ar,Constitutional Court,المحكمة الدستورية العليا
stops,stop_name,ar,Al Saff,موقف الصف
stops,stop_name,ar,Maasara Autostrad,معصرة أوتوستراد
stops,stop_name,ar,Al Rawda Square (Al Manial),مسجد الشريف (المنيل)
stops,stop_name,ar,Al Sayeda Aisha Station,موقف السيدة عائشة
stops,stop_name,ar,Al Sayeda Zeinab,السيدة زينب
stops,stop_name,ar,Tahrir Square,ميدان التحرير
stops,stop_name,ar,Al Serag Mall,السراج مول
stops,stop_name,ar,10th of Ramadan,العاشر من رمضان
stops,stop_name,ar,Mohamed Naguib Metro Station,محطة مترو محمد نجيب
stops,stop_name,ar,Abbaseya,العباسية
stops,stop_name,ar,Ramses Extension (North of Nasr Rd.),امتداد رمسيس (شمال شارع النصر)
stops,stop_name,ar,Awwal Abbas Al Akkad,أول عباس العقاد
stops,stop_name,ar,Ramses Extension (South of Nasr Rd.),امتداد رمسيس (جنوب شارع النصر)
stops,stop_name,ar,Police Hospital (Al Shaheed Corridor),مستشفى الشرطة  (محور الشهيد)
stops,stop_name,ar,Al Mokhayam Al Daaem (Nasr City),المخيم الدائم (مدينة نصر)
stops,stop_name,ar,Al Andalous Specialized Hospital (7th District Nasr City),مستشفى الاندلس التخصصي (الحي السابع مدينة نصر)
stops,stop_name,ar,Al Eman Mosque (Makram Ebeid St.),مسجد الايمان (مكرم عبيد)
stops,stop_name,ar,Rod Al Farag Metro Station,محطة مترو روض الفرج
stops,stop_name,ar,Al Sahel Police Department,قسم شرطة الساحل
stops,stop_name,ar,Sekket Al Waili St. (Kobry Al Qobba),شارع سكة الوايلي (كوبري القبة)
stops,stop_name,ar,Kobry Al Qobba,كوبري القبة
stops,stop_name,ar,Cairo Stadium,استاد القاهرة
stops,stop_name,ar,Al Mazallat Metro Station,محطة مترو المظلات
stops,stop_name,ar,Novartis Pharma (Al Zaytoun),نوفارتيس فارما (الزيتون)
stops,stop_name,ar,Alf Maskan,ألف مسكن
stops,stop_name,ar,Arab Specialized Hospital (Gesr Al Suez),المستشفى العربي التخصصي(جسر السويس)
stops,stop_name,ar,Ring Rd. Exit to Al Salam,مخرج الدائري إلى السلام
stops,stop_name,ar,Bahteem,بهتيم
stops,stop_name,ar,Al Shorouq School (Shorouq City),مدرسة الشروق (مدينة الشروق)
stops,stop_name,ar,Sheraton,موقف شيراتون
stops,stop_name,ar,Masaken Ain Shams Station,موقف مساكن عين شمس
stops,stop_name,ar,CIC - Sheikh Zayed,الجامعة الكندية الدولية (الشيخ زايد)
stops,stop_name,ar,Zaker Hussein St. & Al Tayaran St.,زاكر حسين و شارع الطيران
stops,stop_name,ar,Giza Square Station,موقف ميدان الجيزة
stops,stop_name,ar,Masaken Ain Shams,مساكن عين شمس
stops,stop_name,ar,Isko,إسكو
stops,stop_name,ar,Moassasa,المؤسسة
stops,stop_name,ar,Al Mostafa Mosque,مسجد المصطفى
stops,stop_name,ar,Basateen,البساتين
stops,stop_name,ar,Bonook (5th Settlement),البنوك (التجمع الخامس)
stops,stop_name,ar,1st Settlement Hospital,مستشفى التجمع الأول
stops,stop_name,ar,Future University in Egypt (FUE),جامعة المستقبل
stops,stop_name,ar,Gas (5th Settlement),الغاز (التجمع الخامس)
stops,stop_name,ar,Helwan Station,موقف حلوان
stops,stop_name,ar,Madinat Al Talaba,مدينة الطلبة
stops,stop_name,ar,Masaken Zainhom Station,موقف مساكن زينهم
stops,stop_name,ar,Massalah Gadeeda (Al Matareyya),المسلة الجديدة (المطرية)
stops,stop_name,ar,Mashaal (Haram),مشعل (الهرم)
stops,stop_name,ar,Masraweya,المصراوية
stops,stop_name,ar,Konayyesa (Moneeb),الكنيسة (المنيب)
stops,stop_name,ar,Police Academy (Mostafa Kamel Axis),أكاديمية الشرطة (محور مصطفى كامل)
stops,stop_name,ar,Police Academy (Taha Hussein Axis),أكاديمية الشرطة (محور طه حسين)
stops,stop_name,ar,Qalyub,قليوب
stops,stop_name,ar,Qawmeya Arabeya,القومية العربية
stops,stop_name,ar,Rehab Gate 6,بوابة ٦ (الرحاب)
stops,stop_name,ar,Al Shabab Entrance (5th Settlement),مدخل الشباب (التجمع الخامس)
stops,stop_name,ar,Zahraa Madinet Nasr,زهراء مدينة نصر
stops,stop_name,ar,Heliopolis Sporting Club,نادى هليوبوليس الرياضى
stops,stop_name,ar,Durra Square,ميدان درة
stops,stop_name,ar,Asaer Al Fardous (6th of October),عصائر الفردوس (6 أكتوبر)
stops,stop_name,ar,Al Safwa Wood Trading (6th of October),الصفوة لتجارة الأخشاب (6 أكتوبر)
stops,stop_name,ar,Abou Allaam (6th of October),ابو علام (6 أكتوبر)
stops,stop_name,ar,Raslan (6th of October),رسلان (6 أكتوبر)
stops,stop_name,ar,Al Wagih Center (6th of October),مركز الوجيه (6 أكتوبر)
stops,stop_name,ar,Oriental Weavers (6th of October),النساجون الشرقيون (6 أكتوبر)
stops,stop_name,ar,Al Khazan St. (6th of October),شارع الخزان (6 أكتوبر)
stops,stop_name,ar,Al Kabbani Furniture (6th of October),مفروشات القباني (6 أكتوبر)
stops,stop_name,ar,Markaz Al Nakheel (6th of October),مركز النخيل (6 أكتوبر)
stops,stop_name,ar,Housing And Development Bank (6th of October),بنك التعمير والاسكان (6 أكتوبر)
stops,stop_name,ar,Al Mostafa Center (6th of October),مركز المصطفى (6 أكتوبر)
stops,stop_name,ar,Al Ezaby Pharmacy Al Mehwar Al Markazi (6th of October),صيدلية العزبي المحور المركزي (6 أكتوبر)
stops,stop_name,ar,Ragab Sons Al Mehwar Al Markazi (6th of October),أولاد رجب المحور المركزي (6 أكتوبر)
stops,stop_name,ar,Daewoo,دايو
stops,stop_name,ar,Misr for Packing (6th of October),مصر للتعبئة (6 أكتوبر)
stops,stop_name,ar,7th District Entrance (6th of October),مدخل الحي السابع (6 أكتوبر)
stops,stop_name,ar,6th Of October City Authority,جهاز مدينة 6 أكتوبر
stops,stop_name,ar,Al Nour Mosque (6th of October),مسجد النور (6 أكتوبر)
stops,stop_name,ar,Vodafone Square,ميدان فودافون
stops,stop_name,ar,10th District Station (6th of October),موقف الحي العاشر (٦ أكتوبر)
stops,stop_name,ar,Ahram Canadian University,الأهرام الكندية
stops,stop_name,ar,Industrial Zone's Banks Area (6th of October),مجمع بنوك المنطقة الصناعية (6 أكتوبر)
stops,stop_name,ar,Red Kiosk (6th of October),الكشك الأحمر (6 أكتوبر)
stops,stop_name,ar,Ragab Sons 7th District (6th of October),اولاد رجب الحي السابع (6 أكتوبر)
stops,stop_name,ar,Blue Bells School (Al Motamayez),مدرسة بلو بيلز (المتميز)
stops,stop_name,ar,Al Motamayez Station,موقف المتميز
stops,stop_name,ar,Sheikh Zayed Specialized Hospital,مستشفى الشيخ زايد التخصصي
stops,stop_name,ar,Salamtak Labs (Dolce),مختبرات سلامتك (دولسي)
stops,stop_name,ar,Al Hedaya Mosque (6th of October),مسجد الهداية (6 أكتوبر)
stops,stop_name,ar,Al Kholafaa Al Rashedeen Mosque (6th of October),مسجد الخلفاء الراشدين (6 أكتوبر)
stops,stop_name,ar,Abu Bakr Al Siddiq Mosque (6th of October),مسجد أبو بكر الصديق (6 أكتوبر)
stops,stop_name,ar,Industrial Zone 3,المنطقة الصناعية الثالثة
stops,stop_name,ar,Masaken Othman,مساكن عثمان
stops,stop_name,ar,Total  (6th of October),بنزينة توتال (٦ أكتوبر)
stops,stop_name,ar,Shams Club Squash Courts,ملاعب اسكواش نادي الشمس
stops,stop_name,ar,Americana Plaza - Sheikh Zayed,أمريكانا بلازا (الشيخ زايد)
stops,stop_name,ar,Islamic Center (Sheikh Zayed),مركز الشيخ زايد الاسلامي
stops,stop_name,ar,Seoudi Market (Sheikh Zayed),سعودى ماركت (الشيخ زايد)
